"","sample_comparison","comm"
"4915","soil-sediment",0.0123337830025053
"4916","sediment",0.183946810560802
"4917","peat-sediment",0.100597417614184
"4918","peat-sediment",0.114954711890538
"4919","sediment",0.165446136057044
"4920","peat-sediment",0.0579109655039507
"4921","sediment",0.0307380998265562
"4922","sediment",0.137309693582578
"4923","soil-sediment",0.0118519946039699
"4924","peat-sediment",0.0229331277702833
"4925","soil-sediment",0.0148390826748892
"4926","sediment",0.197533243399499
"4927","peat-sediment",0.0245712083253036
"4928","soil-sediment",0.0146463673154751
"4929","peat-sediment",0.0607053382154558
"4930","peat-sediment",0.0212950472152631
"4931","peat-sediment",0.0202351127384852
"4932","peat-sediment",0.035845056851031
"4933","sediment",0.0393139333204856
"4934","sediment",0.351127384852573
"4935","sediment",0.126517633455386
"4936","peat-sediment",0.0392175756407785
"4937","soil-sediment",0.0187897475428792
"4938","peat-sediment",0.0863364810175371
"4939","peat-sediment",0.0449990364232029
"4940","sediment",0.023800346887647
"4941","peat-sediment",0.118809019078821
"4942","peat-sediment",0.067643091154365
"4943","peat-sediment",0.0403738677972635
"4944","sediment",0.0179225284255156
"4945","peat-sediment",0.102235498169204
"4946","soil-sediment",0.0107920601271921
"4947","sediment",0.0533821545577182
"4948","peat-sediment",0.0319907496627482
"4949","sediment",0.106475236076315
"4950","soil-sediment",0.0118519946039699
"4951","peat-sediment",0.0859510502987088
"4952","peat-sediment",0.121892464829447
"4953","peat-sediment",0.0153208710734245
"4954","soil-sediment",0.0134900751589901
"4955","peat-sediment",0.0166698785893236
"4956","peat-sediment",0.0481788398535363
"4957","peat-sediment",0.0292927346309501
"4958","sediment",0.0691848140296781
"4959","sediment",0.335228367700906
"4960","soil-sediment",0.0121410676430912
"4961","sediment",0.257178647138177
"4962","peat-sediment",0.0585854692619002
"4963","soil-sediment",0.0176334553863943
"4964","sediment",0.360570437463866
"4965","soil-sediment",0.0122374253227983
"4966","sediment",0.189535555983812
"4967","soil-sediment",0.00790132973598001
"4968","sediment",0.017248024667566
"4969","sediment",0.246772017729813
"4970","peat-sediment",0.0832530352669107
"4971","peat-sediment",0.0648487184428599
"4972","peat-sediment",0.0761225669685874
"4973","peat-sediment",0.00366159182886872
"4974","peat-sediment",0.0813258816727693
"4975","soil-sediment",0.0131046444401619
"4976","peat-sediment",0.00366159182886872
"4977","peat-sediment",0.0223549816920409
"4978","peat-sediment",0.0459626132202736
"4979","peat-sediment",0.0545384467142032
"4980","sediment",0.0465407592985161
"4981","sediment",0.103488148005396
"4982","sediment",0.0533821545577182
"4983","sediment",0.0196569666602429
"4984","peat-sediment",0.0434573135478897
"4985","sediment",0.123530545384467
"4986","peat-sediment",0.0208132588167277
"4987","peat-sediment",0.0551165927924455
"4988","peat-sediment",0.0286182308730005
"4989","soil-sediment",0.0137791481981114
"4990","soil-sediment",0.00539603006359601
"4991","sediment",0.0253420697629602
"4992","peat-sediment",0.0164771632299094
"4993","sediment",0.303912121796107
"4994","sediment",0.170264020042397
"4995","peat-sediment",0.0871073424551937
"4996","soil-sediment",0.00963576797070731
"4997","sediment",0.0770861437656581
"4998","sediment",0.0620543457313548
"4999","peat-sediment",0.0827712468683754
"5000","sediment",0.288976681441511
"5001","sediment",0.0705338215455772
"5002","peat-sediment",0.0125264983619194
"5003","peat-sediment",0.0279437271150511
"5004","peat-sediment",0.0498169204085566
"5005","peat-sediment",0.0399884370784351
"5006","peat-sediment",0.0141645789169397
"5007","soil-sediment",0.0332433994989401
"5008","peat-sediment",0.0191751782617074
"5009","soil-sediment",0.0074195413374446
"5010","sediment",0.0670649450761226
"5011","peat-sediment",0.0403738677972635
"5012","sediment",0.212275968394681
"5013","peat-sediment",0.0462516862593949
"5014","peat-sediment",0.0164771632299094
"5015","sediment",0.312777028329158
"5016","soil-sediment",0.0143572942763538
"5017","peat-sediment",0.0295818076700713
"5018","soil-sediment",0.0106957024474851
"5019","peat-sediment",0.0184043168240509
"5020","soil-sediment",0.0125264983619194
"5021","peat-sediment",0.00231258431296977
"5022","soil-sediment",0.0114665638851417
"5023","sediment",0.189728271343226
"5024","peat-sediment",0.0484679128926575
"5025","sediment",0.0548275197533243
"5026","peat-sediment",0.0506841395259202
"5027","peat-sediment",0.0576218924648294
"5028","sediment",0.0941414530738099
"5029","sediment",0.200809404509539
"5030","peat-sediment",0.0427828097899403
"5031","sediment",0.309308151859703
"5032","sediment",0.0206205434573136
"5033","sediment",0.107438812873386
"5034","peat-sediment",0.0395066486798998
"5035","peat-sediment",0.0275582963962228
"5036","sediment",0.00838311813451531
"5037","peat-sediment",0.0183079591443438
"5038","soil-sediment",0.010502987088071
"5039","sediment",0.292541915590673
"5040","soil-sediment",0.00799768741568707
"5041","soil-sediment",0.0109847754866063
"5042","peat-sediment",0.0258238581614955
"5043","peat-sediment",0.0196569666602429
"5044","sediment",0.317787627673926
"5045","peat-sediment",0.0612834842936982
"5046","peat-sediment",0.0462516862593949
"5047","peat-sediment",0.0878782038928503
"5048","peat-sediment",0.0168625939487377
"5049","sediment",0.145692811717094
"5050","peat-sediment",0.0210059741761418
"5051","peat-sediment",0.0523222200809405
"5052","peat-sediment",0.0319907496627482
"5053","sediment",0.172094815956832
"5054","peat-sediment",0.0125264983619194
"5055","sediment",0.175563692426286
"5056","peat-sediment",0.0282328001541723
"5057","sediment",0.294083638465986
"5058","peat-sediment",0.0302563114280208
"5059","soil-sediment",0.00905762189246484
"5060","peat-sediment",0.063596068606668
"5061","sediment",0.0841202543842744
"5062","peat-sediment",0.00385430718828295
"5063","sediment",0.136538832144922
"5064","sediment",0.0767970707265369
"5065","peat-sediment",0.0801695895162845
"5066","peat-sediment",0.0625361341298901
"5067","soil-sediment",0.00857583349392943
"5068","peat-sediment",0.0208132588167277
"5069","sediment",0.207169011370206
"5070","peat-sediment",0.019849682019657
"5071","peat-sediment",0.0321834650221623
"5072","sediment",0.0211023318558489
"5073","peat-sediment",0.0308344575062632
"5074","peat-sediment",0.0874927731740219
"5075","soil-sediment",0.00963576797070731
"5076","peat-sediment",0.0324725380612835
"5077","peat-sediment",0.0660050105993447
"5078","soil-sediment",0.00626324918095977
"5079","sediment",0.225862401233378
"5080","sediment",0.166602428213529
"5081","sediment",0.147909038350357
"5082","soil-sediment",0.0111774908460204
"5083","soil-sediment",0.0061668915012526
"5084","soil-sediment",0.00809404509539413
"5085","soil-sediment",0.00925033725187896
"5086","sediment",0.226344189631914
"5087","sediment",0.0279437271150511
"5088","peat-sediment",0.0194642513008286
"5089","peat-sediment",0.0701483908267488
"5090","peat-sediment",0.0300635960686066
"5091","peat-sediment",0.113702062054346
"5092","sediment",0.240990556947389
"5093","peat-sediment",0.132877240316053
"5094","peat-sediment",0.0615725573328194
"5095","soil-sediment",0.00925033725187896
"5096","sediment",0.184428598959337
"5097","peat-sediment",0.0242821352861823
"5098","soil-sediment",0.0114665638851417
"5099","peat-sediment",0.0274619387165157
"5100","soil-sediment",0.00953941029100014
"5101","peat-sediment",0.0192715359414145
"5102","peat-sediment",0.0902871458855271
"5103","soil-sediment",0.0140682212372326
"5104","peat-sediment",0.0182116014646367
"5105","sediment",0.327037964925805
"5106","sediment",0.0843129697436886
"5107","peat-sediment",0.086143765658123
"5108","peat-sediment",0.0259202158412025
"5109","peat-sediment",0.0629215648487185
"5110","sediment",0.0740990556947388
"5111","soil-sediment",0.0221622663326267
"5112","sediment",0.0239930622470611
"5113","peat-sediment",0.0625361341298901
"5114","sediment",0.147427249951821
"5115","peat-sediment",0.0531894391983041
"5116","soil-sediment",0.010599344767778
"5117","soil-sediment",0.0104066294083639
"5118","peat-sediment",0.0205241857776065
"5119","peat-sediment",0.0151281557140104
"5120","peat-sediment",0.123337830025053
"5121","peat-sediment",0.0186933898631721
"5122","soil-sediment",0.00799768741568707
"5123","peat-sediment",0.0161880901907882
"5124","sediment",0.0731354788976681
"5125","sediment",0.268741568703026
"5126","soil-sediment",0.00982848333012143
"5127","peat-sediment",0.038543071882829
"5128","peat-sediment",0.0229331277702833
"5129","sediment",0.392464829446907
"5130","peat-sediment",0.0210059741761418
"5131","soil-sediment",0.0109847754866063
"5132","sediment",0.128444787049528
"5133","soil-sediment",0.0091539795721719
"5134","sediment",0.0845056851031027
"5135","peat-sediment",0.0403738677972635
"5136","peat-sediment",0.0210059741761418
"5137","peat-sediment",0.0403738677972635
"5138","peat-sediment",0.0224513393717479
"5139","peat-sediment",0.0419155906725766
"5140","sediment",0.050298708807092
"5141","sediment",0.216226633262671
"5142","sediment",0.0195606089805358
"5143","peat-sediment",0.0234149161688186
"5144","sediment",0.220080940450954
"5145","peat-sediment",0.0413374445943342
"5146","sediment",0.249277317402197
"5147","peat-sediment",0.0649450761225669
"5148","soil-sediment",0.00366159182886872
"5149","sediment",0.353439969165543
"5150","sediment",0.184235883599923
"5151","soil-sediment",0.0074195413374446
"5152","soil-sediment",0.0126228560416265
"5153","peat-sediment",0.0544420890344961
"5154","sediment",0.147427249951821
"5155","sediment",0.278570052033147
"5156","peat-sediment",0.030449026787435
"5157","soil-sediment",0.0140682212372326
"5158","peat-sediment",0.0617652726922335
"5159","peat-sediment",0.0254384274426672
"5160","peat-sediment",0.0442281749855463
"5161","peat-sediment",0.0407592985160917
"5162","peat-sediment",0.0197533243399499
"5163","sediment",0.170264020042397
"5164","peat-sediment",0.039795721719021
"5165","sediment",0.230873000578146
"5166","peat-sediment",0.0298708807091925
"5167","peat-sediment",0.0553093081518597
"5168","soil-sediment",0.00944305261129308
"5169","sediment",0.25149354403546
"5170","sediment",0.0229331277702833
"5171","sediment",0.0176334553863943
"5172","sediment",0.0793987280786279
"5173","sediment",0.213432260551166
"5174","sediment",0.130853729042205
"5175","soil-sediment",0.0124301406822124
"5176","peat-sediment",0.0619579880516478
"5177","peat-sediment",0.0375794950857583
"5178","sediment",0.0638851416457892
"5179","peat-sediment",0.0287145885527077
"5180","sediment",0.243399498940066
"5181","peat-sediment",0.0101175563692426
"5182","soil-sediment",0.0124301406822124
"5183","peat-sediment",0.0186933898631721
"5184","sediment",0.0839275390248603
"5185","peat-sediment",0.0492387743303141
"5186","sediment",0.0283291578338793
"5187","sediment",0.105222586240123
"5188","soil-sediment",0.0126228560416265
"5189","peat-sediment",0.0354596261322028
"5190","peat-sediment",0.0527076507997687
"5191","peat-sediment",0.0524185777606475
"5192","sediment",0.192908074773559
"5193","peat-sediment",0.074291771054153
"5194","peat-sediment",0.0580073231836578
"5195","sediment",0.0744844864135672
"5196","peat-sediment",0.00982848333012143
"5197","sediment",0.13201002119869
"5198","peat-sediment",0.0470225476970515
"5199","peat-sediment",0.0757371362497591
"5200","peat-sediment",0.0410483715552129
"5201","peat-sediment",0.0458662555405666
"5202","peat-sediment",0.0257275004817884
"5203","peat-sediment",0.0274619387165157
"5204","sediment",0.105029870880709
"5205","soil-sediment",0.00693775293890919
"5206","soil-sediment",0.00558874542301024
"5207","sediment",0.250915397957217
"5208","soil-sediment",0.0114665638851417
"5209","peat-sediment",0.0366159182886876
"5210","sediment",0.282038928502602
"5211","peat-sediment",0.0349778377336674
"5212","sediment",0.160242821352862
"5213","peat-sediment",0.0629215648487185
"5214","soil-sediment",0.0106957024474851
"5215","sediment",0.116496434765851
"5216","peat-sediment",0.0299672383888996
"5217","sediment",0.0847947581422239
"5218","soil-sediment",0.0091539795721719
"5219","sediment",0.139333204856427
"5220","sediment",0.138658701098478
"5221","peat-sediment",0.0446136057043747
"5222","sediment",0.115725573328194
"5223","sediment",0.275775679321642
"5224","peat-sediment",0.0449990364232029
"5225","peat-sediment",0.0216804779340913
"5226","peat-sediment",0.0422046637116978
"5227","peat-sediment",0.0220659086529197
"5228","sediment",0.0902871458855271
"5229","peat-sediment",0.0448063210637888
"5230","sediment",0.229620350741954
"5231","sediment",0.231354788976681
"5232","peat-sediment",0.0332433994989401
"5233","peat-sediment",0.0257275004817884
"5234","peat-sediment",0.0107920601271921
"5235","peat-sediment",0.0815185970321834
"5236","soil-sediment",0.00770861437656578
"5237","sediment",0.172191173636539
"5238","peat-sediment",0.0621507034110619
"5239","peat-sediment",0.0548275197533243
"5240","peat-sediment",0.0575255347851223
"5241","sediment",0.178647138176913
"5242","sediment",0.0655232222008094
"5243","soil-sediment",0.0127192137213336
"5244","sediment",0.232414723453459
"5245","sediment",0.134515320871073
"5246","sediment",0.071690113702062
"5247","sediment",0.119387165157063
"5248","peat-sediment",0.0447099633840817
"5249","soil-sediment",0.0135864328386972
"5250","peat-sediment",0.0863364810175371
"5251","sediment",0.185295818076701
"5252","peat-sediment",0.0445172480246676
"5253","peat-sediment",0.0156099441125458
"5254","sediment",0.142031219888225
"5255","peat-sediment",0.0376758527654654
"5256","peat-sediment",0.0300635960686066
"5257","sediment",0.0681248795529004
"5258","sediment",0.275775679321642
"5259","peat-sediment",0.00134900751589906
"5260","peat-sediment",0.0343033339757178
"5261","peat-sediment",0.011948352283677
"5262","peat-sediment",0.0721719021005974
"5263","peat-sediment",0.0335324725380612
"5264","peat-sediment",0.0602235498169205
"5265","soil-sediment",0.00963576797070731
"5266","sediment",0.123241472345346
"5267","soil-sediment",0.00684139525920213
"5268","peat-sediment",0.082193100790133
"5269","soil-sediment",0.011948352283677
"5270","peat-sediment",0.0270765079976875
"5271","peat-sediment",0.0423010213914049
"5272","sediment",0.177394488340721
"5273","soil-sediment",0.0152245133937174
"5274","peat-sediment",0.0379649258045867
"5275","peat-sediment",0.0311235305453844
"5276","peat-sediment",0.0207169011370206
"5277","peat-sediment",0.0197533243399499
"5278","soil-sediment",0.0061668915012526
"5279","peat-sediment",0.0415301599537483
"5280","sediment",0.0819040277510118
"5281","soil-sediment",0.00819040277510119
"5282","sediment",0.166313355174407
"5283","sediment",0.0396030063596069
"5284","sediment",0.311524378492966
"5285","sediment",0.207747157448449
"5286","sediment",0.0254384274426672
"5287","sediment",0.149258045866256
"5288","soil-sediment",0.00896126421275778
"5289","sediment",0.232414723453459
"5290","sediment",0.184621314318751
"5291","peat-sediment",0.0220659086529197
"5292","sediment",0.127577567932164
"5293","peat-sediment",0.103969936403931
"5294","sediment",0.0264020042397379
"5295","peat-sediment",0.0121410676430912
"5296","soil-sediment",0.00934669493158602
"5297","peat-sediment",0.0784351512815571
"5298","peat-sediment",0.0413374445943342
"5299","sediment",0.317883985353633
"5300","sediment",0.0991520524185777
"5301","peat-sediment",0.0737136249759106
"5302","soil-sediment",0.00867219117363649
"5303","sediment",0.315475043360956
"5304","peat-sediment",0.0520331470418193
"5305","sediment",0.162362690306417
"5306","peat-sediment",0.0241857776064752
"5307","soil-sediment",0.0186933898631721
"5308","peat-sediment",0.0249566390441318
"5309","sediment",0.164771632299094
"5310","sediment",0.0658122952399306
"5311","sediment",0.216515706301792
"5312","peat-sediment",0.0506841395259202
"5313","sediment",0.266525342069763
"5314","soil-sediment",0.00587781846213142
"5315","peat-sediment",0.0430718828290615
"5316","peat-sediment",0.0242821352861823
"5317","peat-sediment",0.0170553093081519
"5318","peat-sediment",0.0301599537483137
"5319","sediment",0.0979957602620929
"5320","peat-sediment",0.030449026787435
"5321","peat-sediment",0.0309308151859703
"5322","soil-sediment",0.00925033725187896
"5323","sediment",0.103584505685103
"5324","peat-sediment",0.0218731932935055
"5325","peat-sediment",0.0137791481981114
"5326","sediment",0.156195798805165
"5327","peat-sediment",0.0922142994796685
"5328","soil-sediment",0.0102139140489497
"5329","peat-sediment",0.0218731932935055
"5330","soil-sediment",0.0104066294083639
"5331","soil-sediment",0.00876854885334366
"5332","sediment",0.213335902871459
"5333","sediment",0.203314704181923
"5334","soil-sediment",0.0108884178068992
"5335","sediment",0.312680670649451
"5336","sediment",0.307477355945269
"5337","sediment",0.106282520716901
"5338","peat-sediment",0.0567546733474658
"5339","sediment",0.0438427442667181
"5340","peat-sediment",0.0243784929658893
"5341","soil-sediment",0.0104066294083639
"5342","sediment",0.0884563499710928
"5343","soil-sediment",0.0107920601271921
"5344","soil-sediment",0.00626324918095977
"5345","sediment",0.0925997301984968
"5346","peat-sediment",0.0327616111004047
"5347","sediment",0.101850067450376
"5348","peat-sediment",0.0128155714010406
"5349","peat-sediment",0.0831566775872037
"5350","peat-sediment",0.0401811524378493
"5351","sediment",0.280208132588167
"5352","sediment",0.163037194064367
"5353","peat-sediment",0.00819040277510119
"5354","sediment",0.112642127577568
"5355","sediment",0.224706109076893
"5356","peat-sediment",0.0514550009635768
"5357","sediment",0.270765079976874
"5358","sediment",0.0367122759683947
"5359","sediment",0.133840817113124
"5360","peat-sediment",0.101850067450376
"5361","peat-sediment",0.0255347851223743
"5362","peat-sediment",0.161688186548468
"5363","soil-sediment",0.00626324918095977
"5364","peat-sediment",0.0469261900173443
"5365","sediment",0.0310271728656774
"5366","peat-sediment",0.0127192137213336
"5367","sediment",0.29360185006745
"5368","peat-sediment",0.0344960493351321
"5369","soil-sediment",0.00925033725187896
"5370","sediment",0.316438620158027
"5371","peat-sediment",0.0541530159953748
"5372","peat-sediment",0.0422046637116978
"5373","peat-sediment",0.0560801695895163
"5374","sediment",0.326459818847562
"5375","peat-sediment",0.0139718635575256
"5376","peat-sediment",0.106089805357487
"5377","soil-sediment",0.010599344767778
"5378","sediment",0.142320292927346
"5379","peat-sediment",0.0476970514550009
"5380","sediment",0.0311235305453844
"5381","peat-sediment",0.0346887646945462
"5382","peat-sediment",0.0505877818462132
"5383","peat-sediment",0.0241857776064752
"5384","peat-sediment",0.0388321449219503
"5385","peat-sediment",0.0348814800539603
"5386","peat-sediment",0.017151666987859
"5387","sediment",0.343129697436886
"5388","soil-sediment",0.015995374831374
"5389","sediment",0.343996916554249
"5390","peat-sediment",0.0545384467142032
"5391","soil-sediment",0.0116592792445558
"5392","peat-sediment",0.00144536519560612
"5393","peat-sediment",0.0212950472152631
"5394","peat-sediment",0.0260165735209096
"5395","peat-sediment",0.030449026787435
"5396","soil-sediment",0.0101175563692426
"5397","soil-sediment",0.0135864328386972
"5398","sediment",0.216515706301792
"5399","peat-sediment",0.0190788205820004
"5400","sediment",0.0127192137213336
"5401","sediment",0.11158219310079
"5402","peat-sediment",0.0607053382154558
"5403","sediment",0.27847369435344
"5404","soil-sediment",0.017151666987859
"5405","peat-sediment",0.0355559838119098
"5406","sediment",0.149258045866256
"5407","peat-sediment",0.0188861052225863
"5408","peat-sediment",0.0590672576604355
"5409","peat-sediment",0.0432645981884756
"5410","sediment",0.135093466949316
"5411","peat-sediment",0.0588745423010214
"5412","soil-sediment",0.00790132973598001
"5413","peat-sediment",0.078242435922143
"5414","peat-sediment",0.00221622663326271
"5415","peat-sediment",0.0239930622470611
"5416","peat-sediment",0.00847947581422237
"5417","sediment",0.342840624397765
"5418","soil-sediment",0.00722682597803048
"5419","sediment",0.0290036615918289
"5420","peat-sediment",0.0631142802081326
"5421","peat-sediment",0.0188861052225863
"5422","sediment",0.198882250915398
"5423","peat-sediment",0.0423010213914049
"5424","sediment",0.256504143380227
"5425","soil-sediment",0.0104066294083639
"5426","sediment",0.0535748699171325
"5427","peat-sediment",0.00048178839853541
"5428","sediment",0.239256118712661
"5429","peat-sediment",0.0241857776064752
"5430","peat-sediment",0.0430718828290615
"5431","peat-sediment",0.0339179032568896
"5432","sediment",0.224320678358065
"5433","peat-sediment",0.00973212565041437
"5434","sediment",0.159471959915205
"5435","soil-sediment",0.00289073039121213
"5436","sediment",0.0495278473694354
"5437","soil-sediment",0.0117556369242628
"5438","peat-sediment",0.0107920601271921
"5439","soil-sediment",0.00751589901715166
"5440","soil-sediment",0.00751589901715166
"5441","soil-sediment",0.00684139525920213
"5442","peat-sediment",0.0376758527654654
"5443","peat-sediment",0.0224513393717479
"5444","sediment",0.111485835421083
"5445","soil-sediment",0.00953941029100014
"5446","peat-sediment",0.0636924262863751
"5447","sediment",0.161110040470225
"5448","soil-sediment",0.011948352283677
"5449","sediment",0.0589708999807285
"5450","sediment",0.11322027365581
"5451","peat-sediment",0.0212950472152631
"5452","peat-sediment",0
"5453","peat-sediment",0.033147041819233
"5454","peat-sediment",0.0679321641934862
"5455","soil-sediment",0.00780497205627284
"5456","sediment",0.140104066294084
"5457","sediment",0.039699364039314
"5458","peat-sediment",0.0229331277702833
"5459","peat-sediment",0.019849682019657
"5460","sediment",0.0404702254769705
"5461","peat-sediment",0.0375794950857583
"5462","sediment",0.112931200616689
"5463","peat-sediment",0.0272692233571016
"5464","peat-sediment",0.0313162459047986
"5465","peat-sediment",0.0309308151859703
"5466","sediment",0.00317980343033342
"5467","peat-sediment",0.0748699171323954
"5468","peat-sediment",0.0247639236847177
"5469","peat-sediment",0.0148390826748892
"5470","peat-sediment",0.017151666987859
"5471","peat-sediment",0.0283291578338793
"5472","peat-sediment",0.0416265176334554
"5473","soil-sediment",0.0106957024474851
"5474","peat-sediment",0.00221622663326271
"5475","peat-sediment",0.0386394295625362
"5476","sediment",0.0713046829832338
"5477","sediment",0.121410676430912
"5478","soil-sediment",0.00713046829832342
"5479","sediment",0.191848140296782
"5480","sediment",0.0343033339757178
"5481","peat-sediment",0.0245712083253036
"5482","sediment",0.0489497012911929
"5483","peat-sediment",0.0299672383888996
"5484","peat-sediment",0.014550009635768
"5485","peat-sediment",0.0293890923106571
"5486","peat-sediment",0.0483715552129504
"5487","soil-sediment",0.00799768741568707
"5488","peat-sediment",0.0234149161688186
"5489","sediment",0.10040470225477
"5490","sediment",0.0485642705723646
"5491","peat-sediment",0.0261129312006166
"5492","peat-sediment",0.0258238581614955
"5493","sediment",0.0574291771054153
"5494","peat-sediment",0.0481788398535363
"5495","soil-sediment",0.00925033725187896
"5496","peat-sediment",0.018597032183465
"5497","sediment",0.143958373482367
"5498","peat-sediment",0.0333397571786471
"5499","sediment",0.232125650414338
"5500","peat-sediment",0.0485642705723646
"5501","sediment",0.180188861052226
"5502","sediment",0.0995374831374061
"5503","sediment",0.173443823472731
"5504","sediment",0.328772403160532
"5505","sediment",0.0754480632106379
"5506","peat-sediment",0.0322798227018694
"5507","peat-sediment",0.0372904220466371
"5508","soil-sediment",0.00337251878974754
"5509","peat-sediment",0.0169589516284447
"5510","sediment",0.0873000578146078
"5511","peat-sediment",0.0698593177876277
"5512","peat-sediment",0.0205241857776065
"5513","peat-sediment",0.0193678936211216
"5514","peat-sediment",0.029196376951243
"5515","peat-sediment",0.0195606089805358
"5516","peat-sediment",0.0685103102717286
"5517","soil-sediment",0.00645596454037389
"5518","sediment",0.0227404124108691
"5519","sediment",0.227596839468106
"5520","soil-sediment",0.00684139525920213
"5521","sediment",0.0820967431104259
"5522","sediment",0.185584891115822
"5523","soil-sediment",0.00982848333012143
"5524","sediment",0.166795143572943
"5525","peat-sediment",0.00587781846213142
"5526","peat-sediment",0.0211023318558489
"5527","peat-sediment",0.0409520138755058
"5528","peat-sediment",0.0130082867604548
"5529","sediment",0.129986509924841
"5530","peat-sediment",0.0177298130661013
"5531","peat-sediment",0.0117556369242628
"5532","soil-sediment",0.00549238774330318
"5533","peat-sediment",0.0283291578338793
"5534","soil-sediment",0.00780497205627284
"5535","peat-sediment",0.0511659279244556
"5536","sediment",0.0533821545577182
"5537","sediment",0.022644054731162
"5538","peat-sediment",0.00105993447677777
"5539","sediment",0.0309308151859703
"5540","peat-sediment",0.0469261900173443
"5541","peat-sediment",0.0425900944305261
"5542","peat-sediment",0.0320871073424552
"5543","soil-sediment",0.00905762189246484
"5544","sediment",0.0936596646752746
"5545","sediment",0.136442474465215
"5546","sediment",0.0833493929466178
"5547","sediment",0.165927924455579
"5548","sediment",0.138176912699942
"5549","sediment",0.0373867797263442
"5550","peat-sediment",0.0472152630564656
"5551","peat-sediment",0.0417228753131624
"5552","soil-sediment",0.00751589901715166
"5553","peat-sediment",0.0255347851223743
"5554","sediment",0.250240894199268
"5555","sediment",0.0142609365966467
"5556","sediment",0.131817305839275
"5557","peat-sediment",0.0411447292349201
"5558","peat-sediment",0.100693775293891
"5559","peat-sediment",0.0317016766236269
"5560","sediment",0.0668722297167085
"5561","peat-sediment",0.0232222008094045
"5562","sediment",0.0990556947388707
"5563","peat-sediment",0.0150317980343033
"5564","peat-sediment",0.0247639236847177
"5565","sediment",0.0449026787434958
"5566","sediment",0.181345153208711
"5567","sediment",0.0671613027558297
"5568","peat-sediment",0.0152245133937174
"5569","soil-sediment",0.00607053382154554
"5570","peat-sediment",0.0157063017922529
"5571","peat-sediment",0.0453844671420313
"5572","peat-sediment",0.0277510117556369
"5573","sediment",0.152148776257468
"5574","peat-sediment",0.0382539988437078
"5575","sediment",0.172383888995953
"5576","soil-sediment",0.00269801503179801
"5577","soil-sediment",0.0114665638851417
"5578","sediment",0.026498361919445
"5579","sediment",0.159568317594912
"5580","peat-sediment",0.0634033532472538
"5581","peat-sediment",0.0164771632299094
"5582","sediment",0.0559838119098092
"5583","sediment",0.156195798805165
"5584","peat-sediment",0.0433609558681827
"5585","sediment",0.046444401618809
"5586","sediment",0.155328579687801
"5587","sediment",0.0914434380420119
"5588","soil-sediment",0.00973212565041437
"5589","soil-sediment",0.00423973790711119
"5590","peat-sediment",0.0123337830025053
"5591","soil-sediment",0.0137791481981114
"5592","peat-sediment",0.0240894199267682
"5593","sediment",0.134708036230488
"5594","peat-sediment",0.0290036615918289
"5595","sediment",0.068992098670264
"5596","peat-sediment",0.0236076315282328
"5597","sediment",0.0301599537483137
"5598","peat-sediment",0.0467334746579302
"5599","sediment",0.166795143572943
"5600","peat-sediment",0.021198689535556
"5601","peat-sediment",0.030449026787435
"5602","peat-sediment",0.0455771825014454
"5603","sediment",0.26662169974947
"5604","sediment",0.14318751204471
"5605","peat-sediment",0.0150317980343033
"5606","soil-sediment",0.00799768741568707
"5607","sediment",0.0977066872229717
"5608","sediment",0.0990556947388707
"5609","sediment",0.0486606282520717
"5610","peat-sediment",0.0134900751589901
"5611","sediment",0.155714010406629
"5612","sediment",0.0962613220273656
"5613","sediment",0.0736172672962035
"5614","sediment",0.0473116207361727
"5615","peat-sediment",0.0319907496627482
"5616","soil-sediment",0.00896126421275778
"5617","sediment",0.0486606282520717
"5618","peat-sediment",0.0260165735209096
"5619","soil-sediment",0.00703411061861625
"5620","peat-sediment",0.0408556561957988
"5621","sediment",0.0272692233571016
"5622","soil-sediment",0.00645596454037389
"5623","sediment",0.0614761996531124
"5624","peat-sediment",0.0629215648487185
"5625","peat-sediment",0.0134900751589901
"5626","peat-sediment",0.0572364617460012
"5627","peat-sediment",0.108498747350164
"5628","sediment",0.0567546733474658
"5629","peat-sediment",0.0153208710734245
"5630","soil-sediment",0.0113702062054346
"5631","peat-sediment",0.0202351127384852
"5632","sediment",0.0544420890344961
"5633","peat-sediment",0.0190788205820004
"5634","peat-sediment",0.0575255347851223
"5635","soil-sediment",0.0143572942763538
"5636","sediment",0.0200423973790711
"5637","soil-sediment",0.00578146078242436
"5638","sediment",0.190499132780883
"5639","peat-sediment",0.0279437271150511
"5640","soil-sediment",0.0140682212372326
"5641","soil-sediment",0.0091539795721719
"5642","soil-sediment",0.00934669493158602
"5643","peat-sediment",0.0193678936211216
"5644","soil-sediment",0.00501059934476777
"5645","peat-sediment",0.0648487184428599
"5646","sediment",0.0501059934476777
"5647","peat-sediment",0.072846405858547
"5648","sediment",0.0115629215648487
"5649","sediment",0.169878589323569
"5650","soil-sediment",0.0115629215648487
"5651","sediment",0.256793216419349
"5652","peat-sediment",0.0708228945846984
"5653","sediment",0.0731354788976681
"5654","peat-sediment",0.0492387743303141
"5655","peat-sediment",0.0192715359414145
"5656","sediment",0.175370977066872
"5657","sediment",0.146560030834457
"5658","sediment",0.142705723646175
"5659","peat-sediment",0.0249566390441318
"5660","soil-sediment",0.00790132973598001
"5661","sediment",0.0214877625746772
"5662","soil-sediment",0.0180188861052226
"5663","sediment",0.0476006937752939
"5664","sediment",0.0187897475428792
"5665","peat-sediment",0.017151666987859
