Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),,sample_id,,,Tann,Tmin,Tmax,MAP
Calder.HW011,-106.263,41.351,3202,Annual,1002.3,-6,-0.2,5.6,,Calder.HW0116L,0,,-0.2,-6,5.6,1002.3
Calder.HW011,-106.263,41.351,3202,Annual,1002.3,-6,-0.2,5.6,,Calder.HW0118L,0,,-0.2,-6,5.6,1002.3
Calder.HW012,-106.263,41.351,3202,Annual,1002.3,-6,-0.2,5.6,,Calder.HW0120L,0,,-0.2,-6,5.6,1002.3
Calder.LB010,-106.294,41.356,3299,Annual,1166.4,-6.8,-1,4.9,,Calder.LB0100L,0,,-1,-6.8,4.9,1166.4
Calder.LB010,-106.294,41.356,3299,Annual,1166.4,-6.8,-1,4.9,,Calder.LB0104L,0,,-1,-6.8,4.9,1166.4
Calder.LB020,-106.294,41.356,3299,Annual,1166.4,-6.8,-1,4.9,,Calder.LB0202L,0,,-1,-6.8,4.9,1166.4
Calder.LB020,-106.294,41.356,3299,Annual,1166.4,-6.8,-1,4.9,,Calder.LB0204L,0,,-1,-6.8,4.9,1166.4
Calder.LB021,-106.294,41.356,3299,Annual,1166.4,-6.8,-1,4.9,,Calder.LB0216L,0,,-1,-6.8,4.9,1166.4
Calder.LB021,-106.294,41.356,3299,Annual,1166.4,-6.8,-1,4.9,,Calder.LB0218L,0,,-1,-6.8,4.9,1166.4
Calder.LB022,-106.294,41.356,3299,Annual,1166.4,-6.8,-1,4.9,,Calder.LB0220L,0,,-1,-6.8,4.9,1166.4
Calder.RL020,-106.271,41.358,3282,Annual,1081.56,-6.7,-0.8,5,,Calder.RL0200L,0,,-0.8,-6.7,5,1081.56
Calder.RL020,-106.271,41.358,3282,Annual,1081.56,-6.7,-0.8,5,,Calder.RL0202L,0,,-0.8,-6.7,5,1081.56
Calder.34_1_,-106.2961,41.3582,3303,Annual,1221.79,-6.9,-1,4.9,,Calder.34_1_0_DNA,0,,-1,-6.9,4.9,1221.79
Calder.34_1_,-106.2961,41.3582,3303,Annual,1221.79,-6.9,-1,4.9,,Calder.34_1_16_DNA,0,,-1,-6.9,4.9,1221.79
Calder.34_1_,-106.2961,41.3582,3303,Annual,1221.79,-6.9,-1,4.9,,Calder.34_1_18_DNA,0,,-1,-6.9,4.9,1221.79
Calder.34_1_,-106.2961,41.3582,3303,Annual,1221.79,-6.9,-1,4.9,,Calder.34_1_2_DNA,0,,-1,-6.9,4.9,1221.79
Calder.34_1_,-106.2961,41.3582,3303,Annual,1221.79,-6.9,-1,4.9,,Calder.34_1_20_DNA,0,,-1,-6.9,4.9,1221.79
Calder.34_1_,-106.2961,41.3582,3303,Annual,1221.79,-6.9,-1,4.9,,Calder.34_1_4_DNA,0,,-1,-6.9,4.9,1221.79
SNOTEL.IOANA,-106.2314,41.3601,3099,Annual,910.58,-5.5,0.4,6.3,,SNOTEL.IOANA_A10,0,,0.4,-5.5,6.3,910.58
SNOTEL.IOANA,-106.2314,41.3601,3099,Annual,910.58,-5.5,0.4,6.3,,SNOTEL.IOANA_E10,0,,0.4,-5.5,6.3,910.58
SNOTEL.IOANA,-106.2314,41.3601,3099,Annual,910.58,-5.5,0.4,6.3,,SNOTEL.IOANA_H9,0,,0.4,-5.5,6.3,910.58
Calder.SG010,-106.299,41.369,3347,Annual,1247.72,-7.2,-1.2,4.7,,Calder.SG0100L,0,,-1.2,-7.2,4.7,1247.72
Calder.SG010,-106.299,41.369,3347,Annual,1247.72,-7.2,-1.2,4.7,,Calder.SG0102L,0,,-1.2,-7.2,4.7,1247.72
Calder.BL010,-106.25,41.372,3244,Annual,1049.37,-6.5,-0.6,5.2,,Calder.BL0100L,0,,-0.6,-6.5,5.2,1049.37
Calder.BL010,-106.25,41.372,3244,Annual,1049.37,-6.5,-0.6,5.2,,Calder.BL0102L,0,,-0.6,-6.5,5.2,1049.37
Calder.BL010,-106.25,41.372,3244,Annual,1049.37,-6.5,-0.6,5.2,,Calder.BL0104L,0,,-0.6,-6.5,5.2,1049.37
Calder.BL012,-106.25,41.372,3244,Annual,1049.37,-6.5,-0.6,5.2,,Calder.BL0120L,0,,-0.6,-6.5,5.2,1049.37
Calder.BL021,-106.25,41.372,3244,Annual,1049.37,-6.5,-0.6,5.2,,Calder.BL0216L,0,,-0.6,-6.5,5.2,1049.37
Calder.BL021,-106.25,41.372,3244,Annual,1049.37,-6.5,-0.6,5.2,,Calder.BL0218L,0,,-0.6,-6.5,5.2,1049.37
Calder.EG010,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0100L,0,,-0.8,-6.7,5,1093.3
Calder.EG010,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0102L,0,,-0.8,-6.7,5,1093.3
Calder.EG010,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0104L,0,,-0.8,-6.7,5,1093.3
Calder.EG011,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0116L,0,,-0.8,-6.7,5,1093.3
Calder.EG011,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0118L,0,,-0.8,-6.7,5,1093.3
Calder.EG012,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0120L,0,,-0.8,-6.7,5,1093.3
Calder.EG020,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0202L,0,,-0.8,-6.7,5,1093.3
Calder.EG020,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0204L1,0,,-0.8,-6.7,5,1093.3
Calder.EG021,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0216L,0,,-0.8,-6.7,5,1093.3
Calder.EG021,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0218L,0,,-0.8,-6.7,5,1093.3
Calder.EG022,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0220L,0,,-0.8,-6.7,5,1093.3
Calder.EG030,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0300L,0,,-0.8,-6.7,5,1093.3
Calder.EG030,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0302L,0,,-0.8,-6.7,5,1093.3
Calder.EG030,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0304L,0,,-0.8,-6.7,5,1093.3
Calder.EG030,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0308L2,0,,-0.8,-6.7,5,1093.3
Calder.EG031,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0316L,0,,-0.8,-6.7,5,1093.3
Calder.EG032,-106.256,41.377,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.EG0320L,0,,-0.8,-6.7,5,1093.3
Calder.35_1_,-106.2589,41.3773,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.35_1_0_DNA,0,,-0.8,-6.7,5,1093.3
Calder.35_1_,-106.2589,41.3773,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.35_1_2_DNA,0,,-0.8,-6.7,5,1093.3
Calder.35_1_,-106.2589,41.3773,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.35_1_4_DNA,0,,-0.8,-6.7,5,1093.3
Calder.35_2_,-106.2589,41.3773,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.35_2_0_DNA,0,,-0.8,-6.7,5,1093.3
Calder.35_2_,-106.2589,41.3773,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.35_2_2_DNA,0,,-0.8,-6.7,5,1093.3
Calder.35_2_,-106.2589,41.3773,3278,Annual,1093.3,-6.7,-0.8,5,,Calder.35_2_4_DNA,0,,-0.8,-6.7,5,1093.3
SNOTEL.IOANA,-106.3468,41.3783,3248,Annual,1188.8,-6.6,-0.7,5.2,,SNOTEL.IOANA_E11,0,,-0.7,-6.6,5.2,1188.8
SNOTEL.IOANA,-106.3468,41.3783,3248,Annual,1188.8,-6.6,-0.7,5.2,,SNOTEL.IOANA_F11,0,,-0.7,-6.6,5.2,1188.8
,,,,,,,,,,SNOTEL.IOANA_H11,0,,,,,
,,,,,,,,,,Calder.BN0105L,0,,,,,
,,,,,,,,,,Calder.NB0100L,0,,,,,
,,,,,,,,,,Calder.NB0105L,0,,,,,
,,,,,,,,,,Calder.LW0100L,0,,,,,
,,,,,,,,,,Calder.LW0102L,0,,,,,
,,,,,,,,,,Calder.LW0104L,0,,,,,
,,,,,,,,,,Calder.LW0116L,0,,,,,
,,,,,,,,,,Calder.LW0118L,0,,,,,
,,,,,,,,,,Calder.LW0120L,0,,,,,
,,,,,,,,,,Calder.FB0100L,0,,,,,
,,,,,,,,,,Calder.FB0102L,0,,,,,
,,,,,,,,,,FB1A,0,,,,,
,,,,,,,,,,FB1B,0,,,,,
,,,,,,,,,,FB2A,0,,,,,
,,,,,,,,,,FB2B,0,,,,,
,,,,,,,,,,FB3B,0,,,,,
,,,,,,,,,,FB4B,0,,,,,
,,,,,,,,,,Calder.LS0100L,0,,,,,
,,,,,,,,,,Calder.LS0102L,0,,,,,
,,,,,,,,,,Calder.LS0106L,0,,,,,
,,,,,,,,,,Calder.LS0108L,0,,,,,
,,,,,,,,,,Calder.LS0132L,0,,,,,
,,,,,,,,,,NF1A,0,,,,,
,,,,,,,,,,NF1B,0,,,,,
,,,,,,,,,,NF2A,0,,,,,
,,,,,,,,,,NF2B,0,,,,,
,,,,,,,,,,NF3A,0,,,,,
,,,,,,,,,,NF3B,0,,,,,
,,,,,,,,,,NF4A,0,,,,,
,,,,,,,,,,NF4B,0,,,,,
,,,,,,,,,,Calder.CL0100L,0,,,,,
,,,,,,,,,,Calder.CL0102L,0,,,,,
,,,,,,,,,,Calder.CL0116L,0,,,,,
,,,,,,,,,,Calder.CL0118L,0,,,,,
,,,,,,,,,,Calder.CL0120L,0,,,,,
,,,,,,,,,,Calder.CL0200L,0,,,,,
,,,,,,,,,,Calder.CL0202L2,0,,,,,
,,,,,,,,,,Calder.CL0204L,0,,,,,
,,,,,,,,,,Calder.CL0218L,0,,,,,
,,,,,,,,,,Calder.LL0100L,0,,,,,
,,,,,,,,,,Calder.LL0118L,0,,,,,
,,,,,,,,,,Calder.LL0200L,0,,,,,
,,,,,,,,,,Calder.LL0202L,0,,,,,
,,,,,,,,,,Calder.LL0216L,0,,,,,
,,,,,,,,,,Calder.LL0218L,0,,,,,
,,,,,,,,,,Calder.LL0220L,0,,,,,
,,,,,,,,,,Calder.LL0300L,0,,,,,
,,,,,,,,,,Calder.LL0302L,0,,,,,
,,,,,,,,,,Calder.LL0304L,0,,,,,
,,,,,,,,,,Calder.LL0316L,0,,,,,
,,,,,,,,,,Calder.LL0318L,0,,,,,
,,,,,,,,,,Calder.LL0320L,0,,,,,
,,,,,,,,,,Calder.LL0442L,0,,,,,
,,,,,,,,,,Calder.LL0446L,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_B2,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C5,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_F2,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_D4,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_F1,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_H1,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_B10,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_B9,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_H8,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_A5,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_B5,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_E5,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_G4,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_H3,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_B11,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_G11,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_H10,0,,,,,
,,,,,,,,,,Calder.49_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.49_1_16_DNA,0,,,,,
,,,,,,,,,,Calder.49_1_18_DNA,0,,,,,
,,,,,,,,,,Calder.49_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.49_1_20_DNA,0,,,,,
,,,,,,,,,,Calder.49_1_4_DNA,0,,,,,
,,,,,,,,,,Calder.48_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.48_1_16_DNA,0,,,,,
,,,,,,,,,,Calder.48_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.48_1_4_DNA,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_B6,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_B7,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_D7,0,,,,,
,,,,,,,,,,Calder.51_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.51_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.51_1_4_DNA,0,,,,,
,,,,,,,,,,Calder.50_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.50_1_4_DNA,0,,,,,
,,,,,,,,,,Calder.52_1_16_DNA,0,,,,,
,,,,,,,,,,Calder.52_1_18_DNA,0,,,,,
,,,,,,,,,,Calder.52_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.52_1_4_DNA,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_A8,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_A9,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_D8,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C7,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_D6,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_E7,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_B8,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_F9,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_G7,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_A2,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C2,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_G1,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_E8,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_F3,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_F7,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_G8,0,,,,,
,,,,,,,,,,WG1A_S,0,,,,,
,,,,,,,,,,WG1B_S,0,,,,,
,,,,,,,,,,WG2A_S,0,,,,,
,,,,,,,,,,WG2B_S,0,,,,,
,,,,,,,,,,WG3A_S,0,,,,,
,,,,,,,,,,WG3B_S,0,,,,,
,,,,,,,,,,WG4A_S,0,,,,,
,,,,,,,,,,WG4B_S,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_B1,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C1,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_G5,0,,,,,
,,,,,,,,,,LY1A_S,0,,,,,
,,,,,,,,,,LY1B_S,0,,,,,
,,,,,,,,,,LY2A_S,0,,,,,
,,,,,,,,,,LY2B_S,0,,,,,
,,,,,,,,,,LY3B_S,0,,,,,
,,,,,,,,,,LY4A_S,0,,,,,
,,,,,,,,,,LY4B_S,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C10,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_D10,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_G9,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_A6,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_A7,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_H5,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_B12,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C11,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_E6,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_D9,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_E9,0,,,,,
,,,,,,,,,,CC1A,0,,,,,
,,,,,,,,,,CC1B,0,,,,,
,,,,,,,,,,CC2A,0,,,,,
,,,,,,,,,,CC2B,0,,,,,
,,,,,,,,,,CC3A,0,,,,,
,,,,,,,,,,CC3B,0,,,,,
,,,,,,,,,,CC4A,0,,,,,
,,,,,,,,,,CC4B,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C9,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_F8,0,,,,,
,,,,,,,,,,PC1A,0,,,,,
,,,,,,,,,,PC1B,0,,,,,
,,,,,,,,,,PC2A,0,,,,,
,,,,,,,,,,PC2B,0,,,,,
,,,,,,,,,,PC3A,0,,,,,
,,,,,,,,,,PC3B,0,,,,,
,,,,,,,,,,PC4A,0,,,,,
,,,,,,,,,,PC4B,0,,,,,
,,,,,,,,,,Calder.39_1_16_DNA,0,,,,,
,,,,,,,,,,Calder.39_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.39_1_20_DNA,0,,,,,
,,,,,,,,,,Calder.39_1_4_DNA,0,,,,,
,,,,,,,,,,FR2B,0,,,,,
,,,,,,,,,,FR3A,0,,,,,
,,,,,,,,,,FR3B,0,,,,,
,,,,,,,,,,FR4A,0,,,,,
,,,,,,,,,,FR4B,0,,,,,
,,,,,,,,,,Calder.41_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.41_1_16_DNA,0,,,,,
,,,,,,,,,,Calder.41_1_18_DNA,0,,,,,
,,,,,,,,,,Calder.41_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.41_1_20_DNA,0,,,,,
,,,,,,,,,,Calder.41_1_4_DNA,0,,,,,
,,,,,,,,,,Calder.42_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.42_1_16_DNA,0,,,,,
,,,,,,,,,,Calder.42_1_18_DNA,0,,,,,
,,,,,,,,,,Calder.42_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.42_1_20_DNA,0,,,,,
,,,,,,,,,,Calder.42_1_4_DNA,0,,,,,
,,,,,,,,,,Calder.40_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.40_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.40_1_20_DNA,0,,,,,
,,,,,,,,,,Calder.40_1_4_DNA,0,,,,,
,,,,,,,,,,UP1A,0,,,,,
,,,,,,,,,,UP1B,0,,,,,
,,,,,,,,,,UP2A,0,,,,,
,,,,,,,,,,UP2B,0,,,,,
,,,,,,,,,,UP3A,0,,,,,
,,,,,,,,,,UP3B,0,,,,,
,,,,,,,,,,UP4B,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C12,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_D11,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_F6,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_A1,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_D1,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_E1,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_A12,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_A3,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C3,0,,,,,
,,,,,,,,,,Calder.37_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.37_1_4_DNA,0,,,,,
,,,,,,,,,,Calder.36_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.36_1_18_DNA,0,,,,,
,,,,,,,,,,Calder.36_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.36_1_20_DNA,0,,,,,
,,,,,,,,,,Calder.36_1_4_DNA,0,,,,,
,,,,,,,,,,CO1A,0,,,,,
,,,,,,,,,,CO1B,0,,,,,
,,,,,,,,,,CO2A,0,,,,,
,,,,,,,,,,CO2B,0,,,,,
,,,,,,,,,,CO3A,0,,,,,
,,,,,,,,,,CO3B,0,,,,,
,,,,,,,,,,CO4A,0,,,,,
,,,,,,,,,,CO4B,0,,,,,
,,,,,,,,,,RC1A,0,,,,,
,,,,,,,,,,RC1B,0,,,,,
,,,,,,,,,,RC2A,0,,,,,
,,,,,,,,,,RC2B,0,,,,,
,,,,,,,,,,RC3A,0,,,,,
,,,,,,,,,,RC3B,0,,,,,
,,,,,,,,,,RC4A,0,,,,,
,,,,,,,,,,RC4B,0,,,,,
,,,,,,,,,,CU1A,0,,,,,
,,,,,,,,,,CU1B,0,,,,,
,,,,,,,,,,CU2A,0,,,,,
,,,,,,,,,,CU2B,0,,,,,
,,,,,,,,,,CU3A,0,,,,,
,,,,,,,,,,CU3B,0,,,,,
,,,,,,,,,,CU4A,0,,,,,
,,,,,,,,,,CU4B,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C6,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_C8,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_H7,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_D3,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_E3,0,,,,,
,,,,,,,,,,Calder.43_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.43_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.43_1_4_DNA,0,,,,,
,,,,,,,,,,Calder.44_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.44_1_16_DNA,0,,,,,
,,,,,,,,,,Calder.44_1_18_DNA,0,,,,,
,,,,,,,,,,Calder.44_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.44_1_20_DNA,0,,,,,
,,,,,,,,,,Calder.44_1_4_DNA,0,,,,,
,,,,,,,,,,ME1A_S,0,,,,,
,,,,,,,,,,ME1B_S,0,,,,,
,,,,,,,,,,ME2A_S,0,,,,,
,,,,,,,,,,ME2B_S,0,,,,,
,,,,,,,,,,ME3A_S,0,,,,,
,,,,,,,,,,ME3B_S,0,,,,,
,,,,,,,,,,ME4A_S,0,,,,,
,,,,,,,,,,ME4B_S,0,,,,,
,,,,,,,,,,ML1A_J,0,,,,,
,,,,,,,,,,ML1B_J,0,,,,,
,,,,,,,,,,ML2A_J,0,,,,,
,,,,,,,,,,ML3A_J,0,,,,,
,,,,,,,,,,ML3B_J,0,,,,,
,,,,,,,,,,ML4A_J,0,,,,,
,,,,,,,,,,ML4B_J,0,,,,,
,,,,,,,,,,ML5A_J,0,,,,,
,,,,,,,,,,ML5B_J,0,,,,,
,,,,,,,,,,CB1A_S,0,,,,,
,,,,,,,,,,CB1B_S,0,,,,,
,,,,,,,,,,CB2B_S,0,,,,,
,,,,,,,,,,CB3A_S,0,,,,,
,,,,,,,,,,CB3B_S,0,,,,,
,,,,,,,,,,CB4B_S,0,,,,,
,,,,,,,,,,CB5B_S,0,,,,,
,,,,,,,,,,LB1A,0,,,,,
,,,,,,,,,,LB2A,0,,,,,
,,,,,,,,,,LB2B,0,,,,,
,,,,,,,,,,LB3A,0,,,,,
,,,,,,,,,,LB3B,0,,,,,
,,,,,,,,,,LB4A,0,,,,,
,,,,,,,,,,LB4B,0,,,,,
,,,,,,,,,,Calder.47_1_16_DNA,0,,,,,
,,,,,,,,,,Calder.47_1_18_DNA,0,,,,,
,,,,,,,,,,Calder.47_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.47_1_20_DNA,0,,,,,
,,,,,,,,,,Calder.47_1_4_DNA,0,,,,,
,,,,,,,,,,Calder.46_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.46_1_16_DNA,0,,,,,
,,,,,,,,,,Calder.46_1_18_DNA,0,,,,,
,,,,,,,,,,Calder.46_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.46_1_4_DNA,0,,,,,
,,,,,,,,,,Calder.45_1_0_DNA,0,,,,,
,,,,,,,,,,Calder.45_1_16_DNA,0,,,,,
,,,,,,,,,,Calder.45_1_18_DNA,0,,,,,
,,,,,,,,,,Calder.45_1_2_DNA,0,,,,,
,,,,,,,,,,Calder.45_1_20_DNA,0,,,,,
,,,,,,,,,,Calder.45_1_4_DNA,0,,,,,
,,,,,,,,,,LL1A_J,0,,,,,
,,,,,,,,,,LL1B_J,0,,,,,
,,,,,,,,,,LL2A_J,0,,,,,
,,,,,,,,,,LL2B_J,0,,,,,
,,,,,,,,,,LL3A_J,0,,,,,
,,,,,,,,,,LL3B_J,0,,,,,
,,,,,,,,,,LL4A_J,0,,,,,
,,,,,,,,,,LL4B_J,0,,,,,
,,,,,,,,,,WC1A,0,,,,,
,,,,,,,,,,WC1B,0,,,,,
,,,,,,,,,,WC2A,0,,,,,
,,,,,,,,,,WC2B,0,,,,,
,,,,,,,,,,WC3A,0,,,,,
,,,,,,,,,,WC3B,0,,,,,
,,,,,,,,,,WC4A,0,,,,,
,,,,,,,,,,WC4B,0,,,,,
,,,,,,,,,,Calder.Blank3,0,,,,,
,,,,,,,,,,Calder.JC7_Blank1,0,,,,,
,,,,,,,,,,Calder.JC7_Blank2,0,,,,,
,,,,,,,,,,Calder.JC7_Blank3,0,,,,,
,,,,,,,,,,Calder.JC7_Blank4,0,,,,,
,,,,,,,,,,Calder.JC7_Blank5,0,,,,,
,,,,,,,,,,Calder.JC7_Blank6,0,,,,,
,,,,,,,,,,Calder.JC7_Blank7,0,,,,,
,,,,,,,,,,Calder.JC_Blank1,0,,,,,
,,,,,,,,,,Calder.JC_Blank2,0,,,,,
,,,,,,,,,,Calder.JC_Blank3,0,,,,,
,,,,,,,,,,MAWC.BLANK,0,,,,,
,,,,,,,,,,MAWC.BLANK1_DG1,0,,,,,
,,,,,,,,,,MAWC.BLANK2_DG2,0,,,,,
,,,,,,,,,,MAWC.BLANK3_DG3,0,,,,,
,,,,,,,,,,MAWC.BLANK4_DG4_BLANK4_DG4,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_D12,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_E12,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_F12,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_H12,0,,,,,
,,,,,,,,,,SNOTEL.IOANA_G12,0,,,,,
,,,,,,,,,,LBFL21_1_0_1_cm,0,,,,,
,,,,,,,,,,LBFL21_1_10_11_cm,0,,,,,
,,,,,,,,,,LBFL21_1_12_13_cm,0,,,,,
,,,,,,,,,,LBFL21_1_14_15_cm,0,,,,,
,,,,,,,,,,LBFL21_1_16_17_cm,0,,,,,
,,,,,,,,,,LBFL21_1_18_19_cm,0,,,,,
,,,,,,,,,,LBFL21_1_2_3_cm,0,,,,,
,,,,,,,,,,LBFL21_1_20_21_cm,0,,,,,
,,,,,,,,,,LBFL21_1_22_23_cm,0,,,,,
,,,,,,,,,,LBFL21_1_24_25_cm,0,,,,,
,,,,,,,,,,LBFL21_1_26_27_cm,0,,,,,
,,,,,,,,,,LBFL21_1_28_29_cm,0,,,,,
,,,,,,,,,,LBFL21_1_30_31_cm,0,,,,,
,,,,,,,,,,LBFL21_1_32_33_cm,0,,,,,
,,,,,,,,,,LBFL21_1_34_35_cm,0,,,,,
,,,,,,,,,,LBFL21_1_36_37_cm,0,,,,,
,,,,,,,,,,LBFL21_1_38_39_cm,0,,,,,
,,,,,,,,,,LBFL21_1_4_5_cm,0,,,,,
,,,,,,,,,,LBFL21_1_6_7_cm,0,,,,,
,,,,,,,,,,LBFL21_1_8_9_cm,0,,,,,
,,,,,,,,,,LBFL21_2_1_2_cm,0,,,,,
,,,,,,,,,,LBFL21_2_11_12_cm,0,,,,,
,,,,,,,,,,LBFL21_2_13_14_cm,0,,,,,
,,,,,,,,,,LBFL21_2_15_16_cm,0,,,,,
,,,,,,,,,,LBFL21_2_17_18_cm,0,,,,,
,,,,,,,,,,LBFL21_2_19_20_cm,0,,,,,
,,,,,,,,,,LBFL21_2_21_22_cm,0,,,,,
